Epoch,Train_Loss,Train_Acc,Test_Loss,Test_Acc
12200,0.0010080134961754084,1.0,15.839699745178223,0.0066002910025417805
12400,0.00013258124818094075,1.0,19.020816802978516,0.0068240296095609665
12600,1.74489996425109e-05,1.0,22.140565872192383,0.006935898680239916
12800,2.6068823899549898e-06,1.0,24.90235137939453,0.0066002910025417805
13000,6.21475635398383e-07,1.0,26.642791748046875,0.0072715068235993385
13200,0.010270408354699612,1.0,11.803470611572266,0.008613938465714455
13400,0.004552323371171951,1.0,12.558021545410156,0.008725808002054691
13600,0.0006083020707592368,1.0,15.345256805419922,0.009397024288773537
13800,7.79910187702626e-05,1.0,18.159778594970703,0.010515717789530754
14000,1.0351903256378137e-05,1.0,20.802528381347656,0.0111869340762496
14200,1.6751532712078188e-06,1.0,22.961977005004883,0.012417496182024479
14400,4.935513402415381e-07,1.0,24.257104873657227,0.012529365718364716
14600,0.008132591843605042,1.0,10.456100463867188,0.013648059219121933
14800,0.0014728059759363532,1.0,12.295635223388672,0.01666853204369545
15000,0.00019294137018732727,1.0,14.58703327178955,0.0185703095048666
15200,2.5004879717016593e-05,1.0,16.79136085510254,0.020136481150984764
15400,3.558404841896845e-06,1.0,18.67872428894043,0.02248573675751686
15600,7.601691436320834e-07,1.0,19.818666458129883,0.025729946792125702
15800,0.004497942514717579,1.0,9.65705394744873,0.03221837058663368
16000,0.0034171980805695057,1.0,9.132597923278809,0.03602192550897598
16200,0.000448600942036137,1.0,10.815715789794922,0.044523995369672775
16400,5.6615455832798034e-05,1.0,12.444899559020996,0.049110639840364456
16600,7.499067123717396e-06,1.0,13.872485160827637,0.05593466758728027
16800,1.2765652854795917e-06,1.0,14.893049240112305,0.061304397881031036
17000,0.012132457457482815,0.9966057538986206,14.94311237335205,0.06913524866104126
17200,0.002897213911637664,1.0,7.2419610023498535,0.07472871989011765
17400,0.000418494688346982,1.0,8.495685577392578,0.0847969576716423
17600,5.366812547435984e-05,1.0,9.800543785095215,0.0971025824546814
17800,7.118936537153786e-06,1.0,10.89907169342041,0.10974381864070892
18000,1.2084635727660498e-06,1.0,11.59593677520752,0.1219375804066658
18200,0.03685285151004791,0.9872062802314758,12.819629669189453,0.12339188158512115
18400,0.004497865680605173,1.0,5.089286804199219,0.1552746444940567
18600,0.0006865923060104251,1.0,5.523967266082764,0.18928292393684387
18800,8.751483983360231e-05,1.0,5.973429203033447,0.2208300679922104
19000,1.1264592103543691e-05,1.0,6.139675140380859,0.26412349939346313
19200,1.7208134295287891e-06,1.0,5.984287738800049,0.31491217017173767
19400,4.632665593362617e-07,1.0,5.784054756164551,0.3483611047267914
19600,0.004431160166859627,1.0,2.343259811401367,0.4134690761566162
19800,0.0016141976229846478,1.0,1.848044753074646,0.5189618468284607
20000,0.00019953139417339116,1.0,1.4242645502090454,0.641682505607605
20200,2.3841497750254348e-05,1.0,0.9593764543533325,0.7612708210945129
20400,3.066159933950985e-06,1.0,0.5025639533996582,0.8687772750854492
20600,6.131649001872574e-07,1.0,0.20962323248386383,0.9419398307800293
20800,2.529851030885766e-07,1.0,0.10965573787689209,0.9693477749824524
21000,0.0019985632970929146,1.0,0.05880272760987282,0.9857925772666931
21200,0.0003014793328475207,1.0,0.02230972796678543,0.9940709471702576
21400,3.3166466891998425e-05,1.0,0.00955582968890667,0.9973151087760925
21600,3.819963694695616e-06,1.0,0.004937664605677128,0.9988812804222107
21800,6.314039637800306e-07,1.0,0.0023335996083915234,0.9992169141769409
